AME	AMETEK, Inc.	N	AME	N	100	AME	
AMG	Affiliated Managers Group, Inc. Common Stock	N	AMG	N	100	AMG	
AMID	American Midstream Partners, LP Common Units representing Limited Partner Interests	N	AMID	N	100	AMID	
AMJ	JPMorgan Chase Capital XVI JP Morgan Alerian MLP ETN	P	AMJ	N	100	AMJ	
AMLP	Alerian MLP ETF	P	AMLP	Y	100	AMLP	
AMM	Safety First Trust Principal-Protected Trust Certificates Linked to the S&P 500 Index	P	AMM	N	100	AMM	
AMP	Ameriprise Financial, Inc. Common Stock	N	AMP	N	100	AMP	
AMP$A	AMERIPRISE FINANCIAL SERVICES, INC. 7.75% Senior Notes due June 15, 2039	N	AMPpA	N	100	AMP-A	
AMPS	iShares Utilities Sector Bond Fund	P	AMPS	Y	100	AMPS	
AMRC	Ameresco, Inc. Class A Common Stock	N	AMRC	N	100	AMRC	
AMRE	AmREIT, Inc. Class B COmmon stock	N	AMRE	N	100	AMRE	
AMS	American Shared Hospital Services Common Stock	A	AMS	N	100	AMS	
AMT	American Tower Corporation (REIT) Common Stock	N	AMT	N	100	AMT	
AMTD	TD Ameritrade Holding Corporation Common Stock	N	AMTD	N	100	AMTD	
AMTG	Apollo Residential Mortgage, Inc. Common Stock	N	AMTG	N	100	AMTG	
AMTG$A	Apollo Residential Mortgage, Inc. Pfd Shs Series A (US)	N	AMTGpA	N	100	AMTG-A	
AMU	ETRACS Alerian MLP Index ETN	P	AMU	N	100	AMU	
AMX	America Movil, S.A.B. de C.V. American Depository Receipt Series L	N	AMX	N	100	AMX	
AN	AutoNation, Inc. Common Stock	N	AN	N	100	AN	
AND	Global X FTSE Andean 40 ETF	P	AND	Y	100	AND	
ANF	Abercrombie & Fitch Company Common Stock	N	ANF	N	100	ANF	
ANFI	Amira Nature Foods Ltd Ordinary Shares	N	ANFI	N	100	ANFI	
ANGL	Market Vectors Fallen Angel High Yield Bond	P	ANGL	Y	100	ANGL	
BABY	Natus Medical Incorporated - Common Stock	Q		N	100		
BAGL	Einstein Noah Restaurant Group, Inc. - Common Stock	G		N	100		
BAGR	Diversified Restaurant Holdings, Inc. - Common Stock	S		N	100		
BAMM	Books-A-Million, Inc. - Common Stock	Q		N	100		
BANC	First PacTrust Bancorp, Inc. - Common Stock	G		N	100		
BANCL	First PacTrust Bancorp, Inc. - Baby Bond	G		N	100		
BANF	BancFirst Corporation - Common Stock	Q		N	100		
BANFP	BancFirst Corporation - 7.2% Cumulative Trust Preferred Securities	Q		N	100		
BANR	Banner Corporation - Common Stock	Q		N	100		
BASI	Bioanalytical Systems, Inc. - Common Stock	S		N	100		
BBBY	Bed Bath & Beyond Inc. - Common Stock	Q		N	100		
BBCN	BBCN Bancorp, Inc. - Common Stock	Q		N	100		
BBEP	BreitBurn Energy Partners, L.P. - Common Units Representing Limited Partnership	Q		N	100		
BBGI	Beasley Broadcast Group, Inc. - Class A Common Stock	G		N	100		
BBNK	Bridge Capital Holdings - Common Stock	Q		N	100		
BBOX	Black Box Corporation - Common Stock	Q		N	100		
BBRG	Bravo Brio Restaurant Group, Inc. - Common Stock	Q		N	100		
BBRY	Research In Motion Limited - Common Stock	Q		N	100		
BBSI	Barrett Business Services, Inc. - Common Stock	Q		N	100		
BCBP	BCB Bancorp, Inc. (NJ) - Common Stock	G		N	100		
BCOM	B Communications Ltd. - Ordinary Shares	Q		N	100		
BCOR	Blucora, Inc. - Common Stock	Q		N	100		
BCOV	Brightcove Inc. - Common Stock	Q		N	100		
BCPC	Balchem Corporation - Common Stock	Q		N	100		
BCRX	BioCryst Pharmaceuticals, Inc. - Common Stock	Q		N	100		
BCSB	BCSB Bancorp, Inc. - Common Stock	G		N	100		
BDBD	Boulder Brands, Inc. - Common Stock	Q		N	100		
BDE	Black Diamond, Inc. - Common Stock	Q		N	100		
BDGE	Bridge Bancorp, Inc. - Common Stock	Q		N	100		
BDMS	Birner Dental Management Services, Inc. - Common Stock	S		N	100		
BDSI	BioDelivery Sciences International, Inc. - Common Stock	S		N	100		
BEAT	CardioNet, Inc. - Common Stock	G		N	100		
BEAV	B/E Aerospace, Inc. - Common Stock	Q		N	100		
BEBE	bebe stores, inc. - Common Stock	Q		N	100		
BECN	Beacon Roofing Supply, Inc. - Common Stock	Q		N	100		
BELFA	Bel Fuse Inc. - Class A Common Stock	Q		N	100		
BELFB	Bel Fuse Inc. - Class B Common Stock	Q		N	100		
BERK	Berkshire Bancorp, Inc. - Common Stock	G		N	100		
BFIN	BankFinancial Corporation - Common Stock	Q		N	100		
BFLY	Bluefly, Inc. - Common Stock	S		D	100		
BGCP	BGC Partners, Inc. - Class A Common Stock	Q		N	100		
BGFV	Big 5 Sporting Goods Corporation - Common Stock	Q		N	100		
BGMD	BG Medicine, Inc. - Common Stock	G		N	100		
BGSC	BGS Acquisition Corp. - Ordinary Shares	S		N	100		
BGSCU	BGS Acquisition Corp. - Units consisting of one ordinary share and one warrant	S		N	100		
BGSCW	BGS Acquisition Corp. - Warrants	S		N	100		
BIB	ProShares Ultra Nasdaq Biotechnology	G		N	100		
BICK	First Trust BICK Index Fund	G		N	100		
BIDU	Baidu, Inc. - American Depositary Shares, each representing one tenth Class A ordinary share	Q		N	100		
BIIB	Biogen Idec Inc. - Common Stock	Q		N	100		
BIOD	Biodel Inc. - Common Stock	S		N	100		
BIOF	BioFuel Energy Corp. - Common Stock	S		N	100		
BIOL	Biolase, Inc. - Common Stock	S		N	100		
BIOS	BioScrip, Inc. - Common Stock	Q		N	100		
BIRT	Actuate Corporation - Common Stock	Q		N	100		
BIS	ProShares UltraShort Nasdaq Biotechnology	G		N	100		
BJRI	BJ's Restaurants, Inc. - Common Stock	Q		N	100		
BKCC	BlackRock Kelso Capital Corporation - Common Stock	Q		N	100		
BKEP	Blueknight Energy Partners L.P., L.L.C. - Common Units representing Limited Partner Interests	G		N	100		
BKEPP	Blueknight Energy Partners L.P., L.L.C. - Series A Preferred Units	G		N	100		
BKMU	Bank Mutual Corporation - Common Stock	Q		N	100		
BKOR	Oak Ridge Financial Services, Inc. - Common Stock	S		N	100		
BKSC	Bank of South Carolina Corp. - Common Stock	S		N	100		
BKYF	The Bank of Kentucky Financial Corp. - Common Stock	Q		N	100		
BLDP	Ballard Power Systems, Inc. - Common Shares	G		N	100		
BLDR	Builders FirstSource, Inc. - Common Stock	Q		N	100		
BLIN	Bridgeline Digital, Inc. - Common Stock	S		N	100		
BLKB	Blackbaud, Inc. - Common Stock	Q		N	100		
BLMN	Bloomin' Brands, Inc. - Common Stock	Q		N	100		
BLMT	BSB Bancorp, Inc. - Common Stock	S		N	100		
BLRX	BioLineRx Ltd. - American Depositary Shares	S		N	100		
BMC	BMC Software, Inc. - Common Stock	Q		N	100		
BMRC	Bank of Marin Bancorp - Common Stock	S		N	100		
BMRN	BioMarin Pharmaceutical Inc. - Common Stock	Q		N	100		
BMTC	Bryn Mawr Bank Corporation - Common Stock	Q		N	100		
BNCL	Beneficial Mutual Bancorp, Inc. - Common Stock	Q		N	100		
BNCN	BNC Bancorp - Common Stock	S		N	100		
BNSO	Bonso Electronics International, Inc. - Common Stock	S		N	100		
BOBE	Bob Evans Farms, Inc. - Common Stock	Q		N	100		
BOCH	Bank of Commerce Holdings (CA) - Common Stock	G		N	100		
BODY	Body Central Corp. - Common Stock	Q		N	100		
BOFI	BofI Holding, Inc. - Common Stock	Q		N	100		
BOKF	BOK Financial Corporation - Common Stock	Q		N	100		
BOLT	Bolt Technology Corporation - Common Stock	Q		N	100		
BONA	Bona Film Group Limited - American Depositary Shares	Q		N	100		
BONT	The Bon-Ton Stores, Inc. - Common Stock	Q		N	100		
BOOM	Dynamic Materials Corporation - Common Stock	Q		N	100		
BOSC	B.O.S. Better Online Solutions - Ordinary Shares	S		N	100		
BOTA	Biota Pharmaceuticals, Inc. - Common Stock	Q		N	100		
BOTJ	Bank of the James Financial Group, Inc. - Common Stock	S		N	100		
BPAX	BioSante Pharmaceuticals, Inc. - Common Stock	G		N	100		
BPFH	Boston Private Financial Holdings, Inc. - Common Stock	Q		N	100		
BPFHW	Boston Private Financial Holdings, Inc. - Warrants to purchase 1 share of common stock @ $8.00/share	Q		N	100		
BPHX	BluePhoenix Solutions, Ltd. - Ordinary Shares	G		N	100		
BPOP	Popular, Inc. - Common Stock	Q		N	100		
BPOPM	Popular, Inc. - Popular Capital Trust II - 6.125% Cumulative Monthly Income Trust Preferred Securities	Q		N	100		
BPOPN	Popular, Inc. - Popular Capital Trust I -6.70% Cumulative Monthly Income Trust Preferred Securities	Q		N	100		
BRCD	Brocade Communications Systems, Inc. - Common Stock	Q		N	100		
BRCM	Broadcom Corporation - Class A Common Stock	Q		N	100		
BREW	Craft Brew Alliance, Inc. - Common Stock	G		N	100		
BRID	Bridgford Foods Corporation - Common Stock	G		N	100		
BRKL	Brookline Bancorp, Inc. - Common Stock	Q		N	100		
BRKR	Bruker Corporation - Common Stock	Q		N	100		
BRKS	Brooks Automation, Inc. - Common Stock	Q		N	100		
BRLI	Bio-Reference Laboratories, Inc. - Common Stock	Q		N	100		
BSDM	BSD Medical Corporation - Common Stock	G		N	100		
BSET	Bassett Furniture Industries, Incorporated - Common Stock	Q		N	100		
BSFT	BroadSoft, Inc. - Common Stock	Q		N	100		
BSPM	Biostar Pharmaceuticals, Inc. - Common Stock	G		N	100		
BSQR	BSQUARE Corporation - Common Stock	G		N	100		
BSRR	Sierra Bancorp - Common Stock	Q		N	100		
BSTC	BioSpecifics Technologies Corp - Common Stock	G		N	100		
BTUI	BTU International, Inc. - Common Stock	G		N	100		
BUR	Burcon NutraScience Corp - Ordinary Shares	G		N	100		
BUSE	First Busey Corporation - Common Stock	Q		N	100		
BV	Bazaarvoice, Inc. - Common Stock	Q		N	100		
BVA	Cordia Bancorp Inc. - Common Stock	S		N	100		
BVSN	BroadVision, Inc. - Common Stock	G		N	100		
BWEN	Broadwind Energy, Inc. - Common Stock	S		N	100		
BWINA	Baldwin & Lyons, Inc. - Class A (voting) Common Stock	G		N	100		
BWINB	Baldwin & Lyons, Inc. - Class B (nonvoting) Common Stock	G		N	100		
BWLD	Buffalo Wild Wings, Inc. - Common Stock	Q		N	100		
BYFC	Broadway Financial Corporation - Common Stock	S		D	100		
B	Barnes Group, Inc. Common Stock	N	B	N	100	B	
BA	Boeing Company (The) Common Stock	N	BA	N	100	BA	
BAA	BANRO CORPORATION Ordinary Shares	A	BAA	N	100	BAA	
BAB	PowerShares Build America Bond Portfolio	P	BAB	Y	100	BAB	
BABS	SPDR Nuveen Barclays Build America Bond ETF	P	BABS	Y	100	BABS	
BABZ	Pimco Build America Bond Exchange-Traded Fund	P	BABZ	Y	100	BABZ	
BAC	Bank of America Corporation Common Stock	N	BAC	N	100	BAC	
BAC$D	Bank of America Corporation Depositary Shares Rpstg 1/1000th Interest in Sh of Non Cum Pfd Stk Ser D	N	BACpD	N	100	BAC-D	
BAC$E	Bank of America Corporation Depositary Sh repstg 1/1000th Perp Pfd Ser E	N	BACpE	N	100	BAC-E	
BAC$H	Bank of America Corporation Depositary Sh Repstg 1/1000th Pfd Ser H	N	BACpH/CL	N	100	BAC-H*	
BAC$I	Bank Amer Corp Dep Sh Repstg 1/1000th Pfd Ser I	N	BACpI	N	100	BAC-I	
BAC$J	BANK OF AMERICA CORP Depositary sh repstg 1/1000th Pfd Ser J	N	BACpJ	N	100	BAC-J	
BAC$L	Bank of America Corporation Non Cumulative Perpetual Conv Pfd Ser L	N	BACpL	N	10	BAC-L	
BAC$Z	Bank of America Corporation BAC Capital Trust VIII 6% Capital Securities	N	BACpZ	N	100	BAC-Z	
BAC.A	Bank of America Corporation Class A Warrant expiring January 16, 2019	N	BAC/WS/A	N	100	BAC+A	
BAC.B	Bank of America Corporation Class B Warrants expiring 10/28/2018	N	BAC/WS/B	N	100	BAC+B	
BAF	BlackRock Municipal Income Investment Quality Trust	N	BAF	N	100	BAF	
BAH	Booz Allen Hamilton Holding Corporation Common Stock	N	BAH	N	100	BAH	
BAK	Braskem SA ADR	N	BAK	N	100	BAK	
BAL	iPath DJ-UBS Cotton Subindex Total Return SM Index ETN	P	BAL	N	100	BAL	
BALT	Baltic Trading Limited Common Stock	N	BALT	N	100	BALT	
BAM	Brookfield Asset Management Inc. Common Stock	N	BAM	N	100	BAM	
BAP	Credicorp Ltd. Common Stock	N	BAP	N	100	BAP	
BARL	Morgan Stanley S&P 500 Crude Oil Linked ETNs due July 1, 2031	P	BARL	N	100	BARL	
BAS	Basic Energy Services, Inc. Common Stock	N	BAS	N	100	BAS	
BAX	Baxter International Inc. Common Stock	N	BAX	N	100	BAX	
BBD	Banco Bradesco Sa American Depositary Shares	N	BBD	N	100	BBD	
BBDO	Banco Bradesco Sa American Depositary Shares (each representing one Common Share)	N	BBDO	N	100	BBDO	
BBF	BlackRock Municipal Income Investment Trust	N	BBF	N	100	BBF	
BBG	Bill Barrett Corporation Common Stock	N	BBG	N	100	BBG	
BBH	Market Vectors Biotech ETF	P	BBH	Y	100	BBH	
BBK	Blackrock Municipal Bond Trust	N	BBK	N	100	BBK	
BBL	BHP Billiton plc Sponsored ADR	N	BBL	N	100	BBL	
BBN	BlackRock Build America Bond Trust Common Shares of Beneficial Interest	N	BBN	N	100	BBN	
BBRC	EGShares Beyond BRICs ETF	P	BBRC	Y	100	BBRC	
BBT	BB&T Corporation Common Stock	N	BBT	N	100	BBT	
BBT$D	BB&T Corporation Depositary Shares Representing 1/1000th Perpetual Preferred Series D	N	BBTpD	N	100	BBT-D	
BBT$E	BB&T Corporation Depositary Shares Representing 1/1000th Perpetual Preferred Series E	N	BBTpE	N	100	BBT-E	
BBT$F	BB&T Corporation Depositary Shares Representing 1/1000th Interest Series F Perpetual Preferred	N	BBTpF	N	100	BBT-F	
BBVA	Banco Bilbao Vizcaya Argentaria S.A. Common Stock	N	BBVA	N	100	BBVA	
BBW	Build-A-Bear Workshop, Inc. Common Stock	N	BBW	N	100	BBW	
BBX	BBX Capital Corporation Common Stock	N	BBX	N	100	BBX	
BBY	Best Buy Co., Inc. Common Stock	N	BBY	N	100	BBY	
BC	Brunswick Corporation Common Stock	N	BC	N	100	BC	
BCA	Corpbanca Sponsored Reg S GDR representing Common (Chile)	N	BCA	N	100	BCA	
BCC	Boise Cascade, L.L.C. Common Stock	N	BCC	N	100	BCC	
BCE	BCE, Inc. Common Stock	N	BCE	N	100	BCE	
BCEI	Bonanza Creek Energy, Inc. Common Stock	N	BCEI	N	100	BCEI	
BCF	Blackrock Real Asset Equity Trust Common Shares of Beneficial Interest	N	BCF	N	100	BCF	
BCH	"Banco De Chile Banco De Chile ADS ""When Issued"""	N	BCH	N	100	BCH	
BCM	iPath Pure Beta Broad Commodity ETN	P	BCM	N	100	BCM	
BCO	Brinks Company (The) Common Stock	N	BCO	N	100	BCO	
BCR	C.R. Bard, Inc. Common Stock	N	BCR	N	100	BCR	
BCS	Barclays PLC Common Stock	N	BCS	N	100	BCS	
BCS$	Barclays Bank PLC ADR Ser 2 repstg Pref Shs Ser 2 (United Kingdom)	N	BCSp	N	100	BCS-	
BCS$A	Barclays PLC ADS	N	BCSpA	N	100	BCS-A	
BCS$C	Barclays PLC American Depositary Shares Series 4	N	BCSpC	N	100	BCS-C	
BCS$D	Barclays PLC American Depositary Shares (Each representing Non-Cumulative Callable Dollar Preference Shares, Series 5	N	BCSpD	N	100	BCS-D	
BCV	Bancroft Fund, Ltd.	A	BCV	N	100	BCV	
BCX	BlackRock Resources Common Shares of Beneficial Interest	N	BCX	N	100	BCX	
BDC	Belden Inc Common Stock	N	BDC	N	100	BDC	
BDCL	2xLeveraged Long Exchange Traded Access Securities (E-TRACS) Linked to the Wells Fargo Business Development Company Index due May 24, 2041	P	BDCL	N	100	BDCL	
BDCS	UBS AG Exchange Traded Access Securities (E TRACS) Linked to the Wells Fargo Business Development Company Index due April 26, 2041	P	BDCS	N	100	BDCS	
BDD	PowerShares DB Base Metals Double Long ETN	P	BDD	N	100	BDD	
BDG	PowerShares DB Base Metals Long ETN	P	BDG	N	100	BDG	
BDJ	Blackrock Enhanced Equity Dividend Trust	N	BDJ	N	100	BDJ	
BDL	Flanigan's Enterprises, Inc. Common Stock	A	BDL	N	100	BDL	
BDN	Brandywine Realty Trust Common Stock	N	BDN	N	100	BDN	
BDN$E	Brandywine Realty Tr Pfd Shs Ben Int Ser E	N	BDNpE	N	100	BDN-E	
BDR	Blonder Tongue Laboratories, Inc. Common Stock	A	BDR	N	100	BDR	
BDX	Becton, Dickinson and Company Common Stock	N	BDX	N	100	BDX	
BEAM	Beam Inc. Common Stock	N	BEAM	N	100	BEAM	
BEE	Strategic Hotels & Resorts Inc Common Stock	N	BEE	N	100	BEE	
BEE$A	Strategic Hotels & Resorts Inc 8.50% Series A Cumulative Redeemable Preferred Stock	N	BEEpA	N	100	BEE-A	
BEE$B	Strategic Hotels & Resorts Inc 8.25% Preferred Series B	N	BEEpB	N	100	BEE-B	
BEE$C	Strategic Hotels & Resorts Inc Strategic Hotels & Resorts, Inc. 8.25% Series C Cumulative Redeemable Preferred Stock	N	BEEpC	N	100	BEE-C	
BEN	Franklin Resources, Inc. Common Stock	N	BEN	N	100	BEN	
BERY	Berry Plastics Group, Inc. Common Stock	N	BERY	N	100	BERY	
BF.A	Brown Forman Inc Class A Common Stock	N	BF/A	N	100	BF.A	
BF.B	Brown Forman Inc Class B Common Stock	N	BF/B	N	100	BF.B	
BFAM	Bright Horizons Family Solutions Inc. Common Stock	N	BFAM	N	100	BFAM	
BFK	BlackRock Municipal Income Trust	N	BFK	N	100	BFK	
BFO	Blackrock Florida Municipal 2020 Term Trust	N	BFO	N	100	BFO	
BFR	BBVA Banco Frances S.A. Common Stock	N	BFR	N	100	BFR	
BFS	Saul Centers, Inc. Common Stock	N	BFS	N	100	BFS	
BFS$A	Saul Centers, Inc. Depositary Shares repstg 1/100 Pfd Series A	N	BFSpA	N	100	BFS-A	
BFS$C	Saul Centers, Inc. Depositary Shares, each representing 1/100th of a share of 6.875% Series C Cumulative Redeemable Preferred Stock, $0.01 par value	N	BFSpC	N	100	BFS-C	
BFY	BlackRock New York Municipal Income Trust II	A	BFY	N	100	BFY	
BFZ	BlackRock California Municipal Income Trust	N	BFZ	N	100	BFZ	
BG	Bunge Limited Bunge Limited	N	BG	N	100	BG	
BGB	Blackstone / GSO Strategic Credit Fund Common Shares	N	BGB	N	100	BGB	
BGC	General Cable Corporation Common Stock	N	BGC	N	100	BGC	
BGCA	BGC Partners, Inc. 8.125% Senior Notes due 2042	N	BGCA	N	100	BGCA	
BGE$B	Bge Cap Trust II 6.20% Trust Preferred Securities	N	BGEpB	N	100	BGE-B	
BGG	Briggs & Stratton Corporation Common Stock	N	BGG	N	100	BGG	
BGH	Babson Capital Global Short Duration High Yield Fund Common Shares of Beneficial Interests	N	BGH	N	100	BGH	
BGR	BlackRock Energy and Resources Trust	N	BGR	N	100	BGR	
BGS	B&G Foods, Inc. B&G Foods, Inc. Common Stock	N	BGS	N	100	BGS	
BGT	BlackRock Floating Rate Income Trust	N	BGT	N	100	BGT	
BGX	Blackstone GSO Long Short Credit Income Fund Common Shares	N	BGX	N	100	BGX	
BGY	BLACKROCK INTERNATIONAL, LTD. Blackrock International Real Estate Fund, Inc.	N	BGY	N	100	BGY	
BH	Biglari Holdings Inc.	N	BH	N	10	BH	
BHB	Bar Harbor Bankshares, Inc. Common Stock	A	BHB	N	100	BHB	
BHD	Blackrock Strategic Bond Trust	N	BHD	N	100	BHD	
BHE	Benchmark Electronics, Inc. Common Stock	N	BHE	N	100	BHE	
BHI	Baker Hughes Incorporated Common Stock	N	BHI	N	100	BHI	
BHK	Blackrock Core Bond Trust Blackrock Core Bond Trust	N	BHK	N	100	BHK	
BHL	Blackrock Defined Opportunity Credit Trust Blackrock Defined Opportunity Credit Trust	N	BHL	N	100	BHL	
BHLB	Berkshire Hills Bancorp, Inc. Common Stock	N	BHLB	N	100	BHLB	
BHP	BHP Billiton Limited Common Stock	N	BHP	N	100	BHP	
BHV	BlackRock Virginia Municipal Bond Trust	A	BHV	N	100	BHV	
BHY	Blackrock High Yield Trust (The)	N	BHY	N	100	BHY	
BID	Sotheby's Common Stock	N	BID	N	100	BID	
BIE	BlackRock Municipal Bond Investment Trust	N	BIE	N	100	BIE	
BIF	Boulder Growth & Income Fund, Inc.	N	BIF	N	100	BIF	
BIG	Big Lots, Inc. Common Stock	N	BIG	N	100	BIG	
BIK	SPDR S&P BRIC 40	P	BIK	Y	100	BIK	
BIL	SPDR Barclays 1-3 Month T-Bill ETF	P	BIL	Y	100	BIL	
BIN	Progressive Waste Solutions Ltd. Common Shares	N	BIN	N	100	BIN	
BIO	Bio-Rad Laboratories, Inc. Class A Common Stock	N	BIO	N	100	BIO	
BIO.B	Bio-Rad Laboratories, Inc. Class B Common Stock	N	BIO/B	N	100	BIO.B	
BIP	Brookfield Infrastructure Partners LP Limited Partnership Units	N	BIP	N	100	BIP	
BIR$A	Berkshire Income Realty, Inc. 9% Series A Preferred Stock	A	BIRpA	N	100	BIR-A	
BIT	BlackRock Multi-Sector Income Trust Common Shares of Beneficial Interest	N	BIT	N	100	BIT	
BITA	Bitauto Holdings Limited American Depositary Shares (each representing one ordinary share)	N	BITA	N	100	BITA	
BIV	Vanguard Intermediate-Term Bond ETF	P	BIV	Y	100	BIV	
BIZD	Market Vectors BDC Income ETF	P	BIZD	Y	100	BIZD	
BJK	Market Vectors Gaming ETF	P	BJK	Y	100	BJK	
BJZ	Blackrock California Municipal 2018 Term Trust Blackrock California Municipal 2018 Term Trust	N	BJZ	N	100	BJZ	
BK	Bank of New York Mellon Corporation (The) Common Stock	N	BK	N	100	BK	
BK$C	Bank Of New York Mellon Corporation (The) Dep Shs Repstg 1/4000th Perp Pfd Ser C	N	BKpC	N	100	BK-C	
BKD	Brookdale Senior Living Inc. Common Stock	N	BKD	N	100	BKD	
BKE	Buckle, Inc. (The) Common Stock	N	BKE	N	100	BKE	
BKF	iShares MSCI BRIC Index Fund	P	BKF	Y	100	BKF	
BKH	Black Hills Corporation Common Stock	N	BKH	N	100	BKH	
BKI	Buckeye Technologies, Inc. Common Stock	N	BKI	N	100	BKI	
BKJ	Bancorp of New Jersey, Inc Common Stock	A	BKJ	N	100	BKJ	
BKK	Blackrock Municipal 2020 Term Trust	N	BKK	N	100	BKK	
BKLN	PowerShares Exchange-Traded Fund Trust ETF	P	BKLN	Y	100	BKLN	
BKN	BlackRock Investment Quality Municipal Trust Inc. (The)	N	BKN	N	100	BKN	
BKR	Baker (Michael) Corporation Common Stock	A	BKR	N	100	BKR	
BKS	Barnes & Noble, Inc. Common Stock	N	BKS	N	100	BKS	
BKT	BlackRock Income Trust Inc. (The)	N	BKT	N	100	BKT	
BKU	BankUnited, Inc. Common Stock	N	BKU	N	100	BKU	
BKW	Burger King Worldwide Inc. Common Stock	N	BKW	N	100	BKW	
BLC	Belo Corporation Common Stock	N	BLC	N	100	BLC	
BLE	BlackRock Municipal Income Trust II	A	BLE	N	100	BLE	
BLH	Blackrock New York Municipal 2018 Term Trust	N	BLH	N	100	BLH	
BLJ	Blackrock New Jersey Municipal Bond Trust	A	BLJ	N	100	BLJ	
BLK	BlackRock, Inc. Common Stock	N	BLK	N	100	BLK	
BLL	Ball Corporation Common Stock	N	BLL	N	100	BLL	
BLND	ETRACS DJ UBS Commodity Index 2 4 6 Blended Futures ETN	P	BLND	N	100	BLND	
BLNG	iPath Pure Beta Precious Metal ETN	P	BLNG	N	100	BLNG	
BLOX	Infoblox Inc. Common Stock	N	BLOX	N	100	BLOX	
BLT	Blount International, Inc. Common Stock	N	BLT	N	100	BLT	
BLV	Vanguard Long-Term Bond ETF	P	BLV	Y	100	BLV	
BLW	Blackrock Limited Duration Income Trust	N	BLW	N	100	BLW	
BLX	Banco Latinoamericano de Comercio Exterior, S.A.	N	BLX	N	100	BLX	
BMA	Banco Macro S.A. ADR (representing Ten Class B Common Shares)	N	BMA	N	100	BMA	
BME	Blackrock Health Sciences Trust	N	BME	N	100	BME	
BMI	Badger Meter, Inc. Common Stock	N	BMI	N	100	BMI	
BMJ	Birks & Mayors Inc. Common Stock	A	BMJ	N	100	BMJ	
BML$G	Bank of America Corporation Bank of America Corporation Depositary Shares (Each representing a 1/1200th interest in a share of Floating Rate Non-Cumulative Preferred Stock , Series 1)	N	BMLpG	N	100	BML-G	
BML$H	Bank of America Corporation Bank of America Corporation Depositary Shares (Each representing a 1/1200th interest in a Share of Floating Rate Non-Cumulative Preferred Stock, Series 2)	N	BMLpH	N	100	BML-H	
BML$I	Bank of America Corporation Bank of America Corporation Depositary Shares (Each representing a 1/1200th interest in a Share of 6.375% Non-Cumulative Preferred Stock, Series 3)	N	BMLpI	N	100	BML-I	
BML$J	Bank of America Corporation Bank of America Corporation Depositary Shares (Each representing a 1/1200th interest in a Share of Floating Rate Non-Cumulative Preferred Stock, Series 4)	N	BMLpJ	N	100	BML-J	
BML$L	Bank of America Corporation Bank of America Corporation Depositary Shares (Each representing a 1/1200th Interest in a Share of Floating Rate Non-Cumulative Preferred Stock, Series 5)	N	BMLpL	N	100	BML-L	
BML$N	Bank of America Corporation Bank of America Corporation Depositary Shares (Each representing a 1/40th interest in a share of 6.70% Non-Cumulative Perpetual Preferred Stock, Series 6)	N	BMLpN	N	100	BML-N	
BML$O	Bank of America Corporation Bank of America Corporation Depositary Shares (Each representing a 1/40th interest in a share of 6.25% Non-Cumulative Perpetual Preferred Stock, Series 7)	N	BMLpO	N	100	BML-O	
BML$Q	Bank of America Corporation Bank of America Corporation Depositary Shares (Each Representing 1/1200th Interest in a share of 8.625% Non-Cumulative Preferred Stock, Series 8)	N	BMLpQ/CL	N	100	BML-Q*	
BMO	Bank Of Montreal Common Stock	N	BMO	N	100	BMO	
BMR	Biomed Realty Trust Common Stock	N	BMR	N	100	BMR	
BMS	Bemis Company, Inc. Common Stock	N	BMS	N	100	BMS	
BMY	Bristol-Myers Squibb Company Common Stock	N	BMY	N	100	BMY	
BMY$	Bristol-Myers Squibb Company Preferred Stock	N	BMYp	N	100	BMY-	
BNA	BlackRock Income Opportunity Trust Inc. (The)	N	BNA	N	100	BNA	
BND	Vanguard Total Bond Market ETF	P	BND	Y	100	BND	
BNJ	BlackRock New Jersey Municipal Income Trust	N	BNJ	N	100	BNJ	
BNNY	Annie's, Inc. Common Stock	N	BNNY	N	100	BNNY	
BNO	United States Brent Oil Fund, LP ETV	P	BNO	Y	100	BNO	
BNS	Bank Nova Scotia Halifax Pfd 3 Ordinary Shares	N	BNS	N	100	BNS	
BNY	BlackRock New York Municipal Income Trust	N	BNY	N	100	BNY	
BOE	Blackrock Global Blackrock Global Opportunities Equity Trust Common Shares of Beneficial Interest	N	BOE	N	100	BOE	
BOH	Bank of Hawaii Corporation Common Stock	N	BOH	N	100	BOH	
BOI	Brookfield Mortgage Opportunity Income Fund Inc. Common Stock	N	BOI	N	100	BOI	
BOIL	ProShares Ultra DJ UBS Natural Gas	P	BOIL	Y	100	BOIL	
BOM	PowerShares DB Base Metals Double Short ETN	P	BOM	N	100	BOM	
BOND	PIMCO Total Return Exchange-Traded Fund	P	BOND	Y	100	BOND	
BONE	Bacterin International Holdings, Inc. Common Stock	A	BONE	N	100	BONE	
BONO	Market Vectors LatAm Aggregate Bond ETF	P	BONO	Y	100	BONO	
BORN	China New Borun Corporation American Depositary Shares	N	BORN	N	100	BORN	
BOS	PowerShares DB Base Metals Short ETN	P	BOS	N	100	BOS	
BOXC	Brookfield Canada Office Properties	N	BOXC	N	100	BOXC	
BP	BP p.l.c. Common Stock	N	BP	N	100	BP	
BPI	Bridgepoint Education, Inc.	N	BPI	N	100	BPI	
